dataset_id	sample_id	method_id	method_label	K	feature_type	feature_id	genes_used	reference_id	reference_delta	n_alternatives	minimum_delta	maximum_delta	delta_range	n_sign_state_changes_vs_reference	any_sign_state_change_vs_reference	n_direction_reversals_vs_reference	any_direction_reversal_vs_reference	n_zero_involved_changes_vs_reference	all_partitions_same_direction	reference_block_delta	median_block_delta	n_partitions_with_evaluable_blocks	n_block_direction_reversals_vs_reference	any_block_direction_reversal_vs_reference
GSE267401	GSM8265211_CTC21P	Official_BayesSpace_nrep1000	Official_BayesSpace_nrep1000	4	signature	SIG_TCELL	TRAC,CD3D,CD3E,CD247	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	Official_BayesSpace_nrep1000	Official_BayesSpace_nrep1000	6	gene	COL1A1	COL1A1	seed_11	-1.0658684729608798	2	-1.3521223699663016	-1.0658684729608798	0.2862538970054218	0	False	0	False	0	1	0.01958695325060722	0.016484275243487057	3	1	True
GSE267401	GSM8265211_CTC21P	Official_BayesSpace_nrep1000	Official_BayesSpace_nrep1000	6	gene	EPCAM	EPCAM	seed_11	0.4403023966650821	2	0.4403023966650821	0.5206842980772675	0.08038190141218537	0	False	0	False	0	1	0.03068431262884408	0.03068431262884408	3	0	False
GSE267401	GSM8265211_CTC21P	Official_BayesSpace_nrep1000	Official_BayesSpace_nrep1000	6	gene	FAP	FAP	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	Official_BayesSpace_nrep1000	Official_BayesSpace_nrep1000	6	gene	PTPRC	PTPRC	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	Official_BayesSpace_nrep1000	Official_BayesSpace_nrep1000	6	gene	SPP1	SPP1	seed_11	0.19008990221301023	2	0.15724413628458894	0.19008990221301023	0.03284576592842128	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	Official_BayesSpace_nrep1000	Official_BayesSpace_nrep1000	6	signature	SIG_CAF_FAP	FAP,COL1A1,DCN,COL3A1,LUM	seed_11	-0.5816642112577417	2	-0.7350600439316197	-0.5816642112577417	0.15339583267387802	0	False	0	False	0	1	0.05187779035452944	0.05187779035452944	3	0	False
GSE267401	GSM8265211_CTC21P	Official_BayesSpace_nrep1000	Official_BayesSpace_nrep1000	6	signature	SIG_CYTOTOX	NKG7,GNLY,GZMB,PRF1,IFNG	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	Official_BayesSpace_nrep1000	Official_BayesSpace_nrep1000	6	signature	SIG_EXCLUSION_CONTRAST	CAF:FAP,COL1A1,DCN,COL3A1,LUM;MY:SPP1,LST1,TYROBP,C1QA,C1QB,C1QC;TCELL:TRAC,CD3D,CD3E,CD247	seed_11	-0.5741116673654043	2	-0.6853554606047543	-0.5741116673654043	0.11124379323934996	0	False	0	False	0	1	0.10811237091988035	0.06328896634407744	3	0	False
GSE267401	GSM8265211_CTC21P	Official_BayesSpace_nrep1000	Official_BayesSpace_nrep1000	6	signature	SIG_EXCLUSION_TGFB_CXCL12	TGFB1,CXCL12,ACTA2,TAGLN,FAP,COL1A1	seed_11	-0.30381410038058665	2	-0.37315722938565843	-0.30381410038058665	0.06934312900507178	0	False	0	False	0	1	0.013498999550373814	0.008098295539698208	3	1	True
GSE267401	GSM8265211_CTC21P	Official_BayesSpace_nrep1000	Official_BayesSpace_nrep1000	6	signature	SIG_MY_SPP1	SPP1,LST1,TYROBP,C1QA,C1QB,C1QC	seed_11	0.08088756217293987	2	0.07365812490020557	0.08088756217293987	0.007229437272734299	0	False	0	False	0	1	0.025474659658231577	0.0021316203091997082	3	0	False
GSE267401	GSM8265211_CTC21P	Official_BayesSpace_nrep1000	Official_BayesSpace_nrep1000	6	signature	SIG_TCELL	TRAC,CD3D,CD3E,CD247	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	Official_STAGATE_pyG	Official_STAGATE_pyG	4	gene	COL1A1	COL1A1	seed_11	0.17543254465854075	2	0.11018037835190642	0.21964854594839034	0.10946816759648392	0	False	0	False	0	1	0.6974853988495744	0.7557372062242473	3	0	False
GSE267401	GSM8265211_CTC21P	Official_STAGATE_pyG	Official_STAGATE_pyG	4	gene	EPCAM	EPCAM	seed_11	0.22089536670023735	2	0.19996042939143477	0.2532071516146961	0.05324672222326132	0	False	0	False	0	1	-0.01673442128113667	-0.01673442128113667	3	0	False
GSE267401	GSM8265211_CTC21P	Official_STAGATE_pyG	Official_STAGATE_pyG	4	gene	FAP	FAP	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	Official_STAGATE_pyG	Official_STAGATE_pyG	4	gene	PTPRC	PTPRC	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	Official_STAGATE_pyG	Official_STAGATE_pyG	4	gene	SPP1	SPP1	seed_11	0.16369153993128605	2	0.16369153993128605	0.1725798387371804	0.008888298805894368	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	Official_STAGATE_pyG	Official_STAGATE_pyG	4	signature	SIG_CAF_FAP	FAP,COL1A1,DCN,COL3A1,LUM	seed_11	0.15228563300914288	2	0.13419655452982848	0.16794163095836856	0.03374507642854008	0	False	0	False	0	1	0.3430382878731444	0.3485367321067338	3	0	False
GSE267401	GSM8265211_CTC21P	Official_STAGATE_pyG	Official_STAGATE_pyG	4	signature	SIG_CYTOTOX	NKG7,GNLY,GZMB,PRF1,IFNG	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	Official_STAGATE_pyG	Official_STAGATE_pyG	4	signature	SIG_EXCLUSION_CONTRAST	CAF:FAP,COL1A1,DCN,COL3A1,LUM;MY:SPP1,LST1,TYROBP,C1QA,C1QB,C1QC;TCELL:TRAC,CD3D,CD3E,CD247	seed_11	0.15918201438383917	2	0.1423104234702537	0.20386992650502878	0.06155950303477509	0	False	0	False	0	1	0.38356552373544006	0.39146484954973626	3	0	False
GSE267401	GSM8265211_CTC21P	Official_STAGATE_pyG	Official_STAGATE_pyG	4	signature	SIG_EXCLUSION_TGFB_CXCL12	TGFB1,CXCL12,ACTA2,TAGLN,FAP,COL1A1	seed_11	0.06930133557013551	2	0.04934723392022333	0.06930133557013551	0.01995410164991218	0	False	0	False	0	1	0.17252293369706873	0.17745114714197419	3	0	False
GSE267401	GSM8265211_CTC21P	Official_STAGATE_pyG	Official_STAGATE_pyG	4	signature	SIG_MY_SPP1	SPP1,LST1,TYROBP,C1QA,C1QB,C1QC	seed_11	0.10464871253081945	2	0.10464871253081945	0.11341461904784164	0.008765906517022193	0	False	0	False	0	1	0.06721606874355214	0.06721606874355214	3	0	False
GSE267401	GSM8265211_CTC21P	Official_STAGATE_pyG	Official_STAGATE_pyG	4	signature	SIG_TCELL	TRAC,CD3D,CD3E,CD247	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	Official_STAGATE_pyG	Official_STAGATE_pyG	6	gene	COL1A1	COL1A1	seed_11	-0.229686787537434	2	-0.27604725457068113	-0.229686787537434	0.046360467033247144	0	False	0	False	0	1	0.5192095250417232	0.5525726604543006	3	0	False
GSE267401	GSM8265211_CTC21P	Official_STAGATE_pyG	Official_STAGATE_pyG	6	gene	EPCAM	EPCAM	seed_11	0.24572894603333229	2	0.24572894603333229	0.2811486932780376	0.03541974724470531	0	False	0	False	0	1	-0.025196819647407498	-0.01673442128113667	3	0	False
GSE267401	GSM8265211_CTC21P	Official_STAGATE_pyG	Official_STAGATE_pyG	6	gene	FAP	FAP	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	Official_STAGATE_pyG	Official_STAGATE_pyG	6	gene	PTPRC	PTPRC	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	Official_STAGATE_pyG	Official_STAGATE_pyG	6	gene	SPP1	SPP1	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	Official_STAGATE_pyG	Official_STAGATE_pyG	6	signature	SIG_CAF_FAP	FAP,COL1A1,DCN,COL3A1,LUM	seed_11	-0.08642198380002819	2	-0.10206163316123651	-0.08642198380002819	0.01563964936120832	0	False	0	False	0	1	0.26676248534839603	0.26676248534839603	3	0	False
GSE267401	GSM8265211_CTC21P	Official_STAGATE_pyG	Official_STAGATE_pyG	6	signature	SIG_CYTOTOX	NKG7,GNLY,GZMB,PRF1,IFNG	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	Official_STAGATE_pyG	Official_STAGATE_pyG	6	signature	SIG_EXCLUSION_CONTRAST	CAF:FAP,COL1A1,DCN,COL3A1,LUM;MY:SPP1,LST1,TYROBP,C1QA,C1QB,C1QC;TCELL:TRAC,CD3D,CD3E,CD247	seed_11	-0.08860526656018974	2	-0.09325853868551581	-0.08846456085507803	0.004793977830437779	0	False	0	False	0	1	0.25920230536233657	0.302842773441954	3	0	False
GSE267401	GSM8265211_CTC21P	Official_STAGATE_pyG	Official_STAGATE_pyG	6	signature	SIG_EXCLUSION_TGFB_CXCL12	TGFB1,CXCL12,ACTA2,TAGLN,FAP,COL1A1	seed_11	-0.04344934996604011	2	-0.06232124113381776	-0.04344934996604011	0.018871891167777655	0	False	0	False	0	1	0.15517607858924362	0.16412303883900983	3	0	False
GSE267401	GSM8265211_CTC21P	Official_STAGATE_pyG	Official_STAGATE_pyG	6	signature	SIG_MY_SPP1	SPP1,LST1,TYROBP,C1QA,C1QB,C1QC	seed_11	0.08859699341969382	2	0.08756355908534069	0.09300930694934324	0.005445747864002551	0	False	0	False	0	1	0.02038320085380861	0.03624911309768299	3	0	False
GSE267401	GSM8265211_CTC21P	Official_STAGATE_pyG	Official_STAGATE_pyG	6	signature	SIG_TCELL	TRAC,CD3D,CD3E,CD247	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	Official_SpaGCN_v1_2_7	Official_SpaGCN_v1_2_7	4	gene	COL1A1	COL1A1	seed_11	-1.2046475437872353	2	-1.2046475437872353	-0.6709186440222541	0.5337288997649812	0	False	0	False	0	1	0.09142405081481375	0.15518566196690847	3	0	False
GSE267401	GSM8265211_CTC21P	Official_SpaGCN_v1_2_7	Official_SpaGCN_v1_2_7	4	gene	EPCAM	EPCAM	seed_11	0.6697865525151383	2	0.38405323626719445	0.6697865525151383	0.28573331624794385	0	False	0	False	0	1	0.04190814730151127	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	Official_SpaGCN_v1_2_7	Official_SpaGCN_v1_2_7	4	gene	FAP	FAP	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	Official_SpaGCN_v1_2_7	Official_SpaGCN_v1_2_7	4	gene	PTPRC	PTPRC	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	Official_SpaGCN_v1_2_7	Official_SpaGCN_v1_2_7	4	gene	SPP1	SPP1	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	Official_SpaGCN_v1_2_7	Official_SpaGCN_v1_2_7	4	signature	SIG_CAF_FAP	FAP,COL1A1,DCN,COL3A1,LUM	seed_11	-0.6247243409916394	2	-0.630900851176148	-0.38755120115683894	0.24334965001930908	0	False	0	False	0	1	0.08883065848903732	0.03617403486777765	3	0	False
GSE267401	GSM8265211_CTC21P	Official_SpaGCN_v1_2_7	Official_SpaGCN_v1_2_7	4	signature	SIG_CYTOTOX	NKG7,GNLY,GZMB,PRF1,IFNG	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	Official_SpaGCN_v1_2_7	Official_SpaGCN_v1_2_7	4	signature	SIG_EXCLUSION_CONTRAST	CAF:FAP,COL1A1,DCN,COL3A1,LUM;MY:SPP1,LST1,TYROBP,C1QA,C1QB,C1QC;TCELL:TRAC,CD3D,CD3E,CD247	seed_11	-0.49470948723641994	2	-0.5077965003570368	-0.32318536156005573	0.1846111387969811	0	False	0	False	0	1	0.12040054128497102	0.12040054128497102	3	0	False
GSE267401	GSM8265211_CTC21P	Official_SpaGCN_v1_2_7	Official_SpaGCN_v1_2_7	4	signature	SIG_EXCLUSION_TGFB_CXCL12	TGFB1,CXCL12,ACTA2,TAGLN,FAP,COL1A1	seed_11	-0.33237700604236986	2	-0.3544639872744695	-0.18466663304817654	0.16979735422629294	0	False	0	False	0	1	-0.09391357697989211	-0.01635498104928762	3	1	True
GSE267401	GSM8265211_CTC21P	Official_SpaGCN_v1_2_7	Official_SpaGCN_v1_2_7	4	signature	SIG_MY_SPP1	SPP1,LST1,TYROBP,C1QA,C1QB,C1QC	seed_11	0.07628654651299116	2	0.011827207255092786	0.07628654651299116	0.06445933925789837	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	Official_SpaGCN_v1_2_7	Official_SpaGCN_v1_2_7	4	signature	SIG_TCELL	TRAC,CD3D,CD3E,CD247	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	Official_SpaGCN_v1_2_7	Official_SpaGCN_v1_2_7	6	gene	COL1A1	COL1A1	seed_11	-1.0609958622225264	2	-1.5702013858800457	-0.5568793116807096	1.013322074199336	0	False	0	False	0	1	0.6976484958360348	0.32702384477383273	3	0	False
GSE267401	GSM8265211_CTC21P	Official_SpaGCN_v1_2_7	Official_SpaGCN_v1_2_7	6	gene	EPCAM	EPCAM	seed_11	0.8486840004649197	2	0.38826285030431684	1.7255361491611476	1.3372732988568308	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	Official_SpaGCN_v1_2_7	Official_SpaGCN_v1_2_7	6	gene	FAP	FAP	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	Official_SpaGCN_v1_2_7	Official_SpaGCN_v1_2_7	6	gene	PTPRC	PTPRC	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	Official_SpaGCN_v1_2_7	Official_SpaGCN_v1_2_7	6	gene	SPP1	SPP1	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	Official_SpaGCN_v1_2_7	Official_SpaGCN_v1_2_7	6	signature	SIG_CAF_FAP	FAP,COL1A1,DCN,COL3A1,LUM	seed_11	-0.5511776964674271	2	-0.7998585888495136	-0.32429014375180487	0.4755684450977087	0	False	0	False	0	1	0.2957552233000994	0.21513243636160606	3	0	False
GSE267401	GSM8265211_CTC21P	Official_SpaGCN_v1_2_7	Official_SpaGCN_v1_2_7	6	signature	SIG_CYTOTOX	NKG7,GNLY,GZMB,PRF1,IFNG	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	Official_SpaGCN_v1_2_7	Official_SpaGCN_v1_2_7	6	signature	SIG_EXCLUSION_CONTRAST	CAF:FAP,COL1A1,DCN,COL3A1,LUM;MY:SPP1,LST1,TYROBP,C1QA,C1QB,C1QC;TCELL:TRAC,CD3D,CD3E,CD247	seed_11	-0.37396296447277644	2	-0.5942904631441841	-0.24206902774627514	0.35222143539790896	0	False	0	False	0	1	0.3627768412875094	0.2575519755384216	3	0	False
GSE267401	GSM8265211_CTC21P	Official_SpaGCN_v1_2_7	Official_SpaGCN_v1_2_7	6	signature	SIG_EXCLUSION_TGFB_CXCL12	TGFB1,CXCL12,ACTA2,TAGLN,FAP,COL1A1	seed_11	-0.2781043398252738	2	-0.48532791979118894	-0.14936525534000888	0.33596266445118006	0	False	0	False	0	1	0.12963583979719553	0.0915925795127886	3	0	False
GSE267401	GSM8265211_CTC21P	Official_SpaGCN_v1_2_7	Official_SpaGCN_v1_2_7	6	signature	SIG_MY_SPP1	SPP1,LST1,TYROBP,C1QA,C1QB,C1QC	seed_11	0.14176031174411202	2	0.07187735099083699	0.14176031174411202	0.06988296075327503	0	False	0	False	0	1	0.018176352541074373	0.018176352541074373	3	0	False
GSE267401	GSM8265211_CTC21P	Official_SpaGCN_v1_2_7	Official_SpaGCN_v1_2_7	6	signature	SIG_TCELL	TRAC,CD3D,CD3E,CD247	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE311294	GSM9322957_TR11_206	Official_BayesSpace_nrep1000	Official_BayesSpace_nrep1000	4	gene	COL1A1	COL1A1	seed_11	0.4430418393273454	2	0.05340090843985257	0.46679969740520866	0.4133987889653561	0	False	0	False	0	1	0.16119911092676764	0.16119911092676764	3	0	False
GSE311294	GSM9322957_TR11_206	Official_BayesSpace_nrep1000	Official_BayesSpace_nrep1000	4	gene	EPCAM	EPCAM	seed_11	-0.39183776829660877	2	-0.39183776829660877	0.16297921995036768	0.5548169882469765	1	True	1	True	0	0	0.0	0.0	3	0	False
GSE311294	GSM9322957_TR11_206	Official_BayesSpace_nrep1000	Official_BayesSpace_nrep1000	4	gene	FAP	FAP	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE311294	GSM9322957_TR11_206	Official_BayesSpace_nrep1000	Official_BayesSpace_nrep1000	4	gene	PTPRC	PTPRC	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE311294	GSM9322957_TR11_206	Official_BayesSpace_nrep1000	Official_BayesSpace_nrep1000	4	gene	SPP1	SPP1	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE311294	GSM9322957_TR11_206	Official_BayesSpace_nrep1000	Official_BayesSpace_nrep1000	4	signature	SIG_CAF_FAP	FAP,COL1A1,DCN,COL3A1,LUM	seed_11	0.2457875694074203	2	-0.10211434824055754	0.2674789076465065	0.36959325588706404	1	True	1	True	0	0	0.041261754444307686	0.041261754444307686	3	1	True
GSE311294	GSM9322957_TR11_206	Official_BayesSpace_nrep1000	Official_BayesSpace_nrep1000	4	signature	SIG_CYTOTOX	NKG7,GNLY,GZMB,PRF1,IFNG	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE311294	GSM9322957_TR11_206	Official_BayesSpace_nrep1000	Official_BayesSpace_nrep1000	4	signature	SIG_EXCLUSION_CONTRAST	CAF:FAP,COL1A1,DCN,COL3A1,LUM;MY:SPP1,LST1,TYROBP,C1QA,C1QB,C1QC;TCELL:TRAC,CD3D,CD3E,CD247	seed_11	0.24790611865846257	2	-0.14227786737390247	0.264624186667926	0.40690205404182844	1	True	1	True	0	0	0.10325686373982135	0.10325686373982135	3	0	False
GSE311294	GSM9322957_TR11_206	Official_BayesSpace_nrep1000	Official_BayesSpace_nrep1000	4	signature	SIG_EXCLUSION_TGFB_CXCL12	TGFB1,CXCL12,ACTA2,TAGLN,FAP,COL1A1	seed_11	0.23504195038355946	2	-0.17413991952626695	0.23504195038355946	0.4091818699098264	1	True	1	True	0	0	-0.020370761043411928	-0.020370761043411928	3	1	True
GSE311294	GSM9322957_TR11_206	Official_BayesSpace_nrep1000	Official_BayesSpace_nrep1000	4	signature	SIG_MY_SPP1	SPP1,LST1,TYROBP,C1QA,C1QB,C1QC	seed_11	-0.016169173498506162	2	-0.03787862290797123	-0.01574614210076608	0.022132480807205146	0	False	0	False	0	1	0.022081666063905436	0.022081666063905436	3	1	True
GSE311294	GSM9322957_TR11_206	Official_BayesSpace_nrep1000	Official_BayesSpace_nrep1000	4	signature	SIG_TCELL	TRAC,CD3D,CD3E,CD247	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE311294	GSM9322957_TR11_206	Official_BayesSpace_nrep1000	Official_BayesSpace_nrep1000	6	gene	COL1A1	COL1A1	seed_11	-0.35302648976006035	2	-0.35302648976006035	0.047977896652887875	0.4010043864129482	1	True	1	True	0	0	-0.29010838860068633	-0.0389351296236049	3	1	True
GSE311294	GSM9322957_TR11_206	Official_BayesSpace_nrep1000	Official_BayesSpace_nrep1000	6	gene	EPCAM	EPCAM	seed_11	2.1153655075468314	2	0.37797523564757096	2.1153655075468314	1.7373902718992604	0	False	0	False	0	1	0.28201532499066806	0.0	3	0	False
GSE311294	GSM9322957_TR11_206	Official_BayesSpace_nrep1000	Official_BayesSpace_nrep1000	6	gene	FAP	FAP	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE311294	GSM9322957_TR11_206	Official_BayesSpace_nrep1000	Official_BayesSpace_nrep1000	6	gene	PTPRC	PTPRC	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE311294	GSM9322957_TR11_206	Official_BayesSpace_nrep1000	Official_BayesSpace_nrep1000	6	gene	SPP1	SPP1	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE311294	GSM9322957_TR11_206	Official_BayesSpace_nrep1000	Official_BayesSpace_nrep1000	6	signature	SIG_CAF_FAP	FAP,COL1A1,DCN,COL3A1,LUM	seed_11	-0.25855333920713264	2	-0.25855333920713264	-0.09858411941760026	0.15996921978953238	0	False	0	False	0	1	-0.15117033211623565	-0.08105453560398546	3	1	True
GSE311294	GSM9322957_TR11_206	Official_BayesSpace_nrep1000	Official_BayesSpace_nrep1000	6	signature	SIG_CYTOTOX	NKG7,GNLY,GZMB,PRF1,IFNG	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE311294	GSM9322957_TR11_206	Official_BayesSpace_nrep1000	Official_BayesSpace_nrep1000	6	signature	SIG_EXCLUSION_CONTRAST	CAF:FAP,COL1A1,DCN,COL3A1,LUM;MY:SPP1,LST1,TYROBP,C1QA,C1QB,C1QC;TCELL:TRAC,CD3D,CD3E,CD247	seed_11	-0.2628576730128114	2	-0.2628576730128114	-0.1450914994053636	0.11776617360744779	0	False	0	False	0	1	-0.10707202697756468	-0.02088251207162961	3	0	False
GSE311294	GSM9322957_TR11_206	Official_BayesSpace_nrep1000	Official_BayesSpace_nrep1000	6	signature	SIG_EXCLUSION_TGFB_CXCL12	TGFB1,CXCL12,ACTA2,TAGLN,FAP,COL1A1	seed_11	-0.4544951073027761	2	-0.4544951073027761	-0.24587584283411612	0.20861926446865997	0	False	0	False	0	1	-0.1260042251507032	-0.021155813106627674	3	0	False
GSE311294	GSM9322957_TR11_206	Official_BayesSpace_nrep1000	Official_BayesSpace_nrep1000	6	signature	SIG_MY_SPP1	SPP1,LST1,TYROBP,C1QA,C1QB,C1QC	seed_11	-0.017159354461783183	2	-0.04618415858869612	-0.017159354461783183	0.02902480412691294	0	False	0	False	0	1	0.018584627189428382	-0.019778999987929577	3	2	True
