dataset_id	sample_id	method_id	method_label	K	reference_id	alternative_id	n_switching	n_stable	median_gradient_switching	median_gradient_stable	median_delta_switching_minus_stable	pvalue_mannwhitney_spot_level	status	fdr_bh
GSE311294	GSM9322957_TR11_206	BayesSpace	BayesSpace	6	seed_11	seed_37	999	2743	4.551998138427734	4.21638298034668	0.3356151580810547	0.10340075194835663	success	0.24604850463623548
GSE311294	GSM9322958_TR11_16184	BayesSpace	BayesSpace	4	seed_11	seed_23	1980	2752	4.810497283935547	4.545427322387695	0.26506996154785156	0.00020426105766091496	success	0.0010404547624602856
GSE311294	GSM9322958_TR11_16184	BayesSpace	BayesSpace	4	seed_11	seed_37	200	4532	5.000794410705566	4.626011848449707	0.3747825622558594	0.5880351662635803	success	0.8088584987423088
GSE311294	GSM9322958_TR11_16184	BayesSpace	BayesSpace	6	seed_11	seed_23	624	4108	4.263201713562012	4.6923675537109375	-0.4291658401489258	0.0005584282916970551	success	0.002578421779514723
GSE311294	GSM9322958_TR11_16184	BayesSpace	BayesSpace	6	seed_11	seed_37	1096	3636	4.521887302398682	4.672518253326416	-0.15063095092773438	0.021690690889954567	success	0.06487307550573568
GSE311294	GSM9322959_TR11_18105	BayesSpace	BayesSpace	4	seed_11	seed_23	868	2805	0.0	0.0	0.0	1.0	success	1.0
GSE311294	GSM9322959_TR11_18105	BayesSpace	BayesSpace	4	seed_11	seed_37	94	3579	0.0	0.0	0.0	1.0	success	1.0
GSE311294	GSM9322959_TR11_18105	BayesSpace	BayesSpace	6	seed_11	seed_23	1039	2634	0.0	0.0	0.0	1.0	success	1.0
GSE311294	GSM9322959_TR11_18105	BayesSpace	BayesSpace	6	seed_11	seed_37	1019	2654	0.0	0.0	0.0	1.0	success	1.0
GSE311294	GSM9322960_TR11_21723	BayesSpace	BayesSpace	4	seed_11	seed_23	73	4289	0.4999504089355469	0.0	0.4999504089355469	0.0089496448636055	success	0.031038130058887156
GSE311294	GSM9322960_TR11_21723	BayesSpace	BayesSpace	4	seed_11	seed_37	49	4313	0.49994945526123047	0.0	0.49994945526123047	0.43591275811195374	success	0.6767026625928425
GSE311294	GSM9322960_TR11_21723	BayesSpace	BayesSpace	6	seed_11	seed_23	135	4227	0.0	0.0	0.0	0.5758056640625	success	0.7987772190824468
GSE311294	GSM9322960_TR11_21723	BayesSpace	BayesSpace	6	seed_11	seed_37	163	4199	0.0	0.0	0.0	0.6722491383552551	success	0.8619444957146278
GSE311294	GSM9322961_TR16_23542	BayesSpace	BayesSpace	4	seed_11	seed_23	1823	2741	0.0	0.0	0.0	9.128141325999666e-30	success	2.2890569786737623e-28
GSE311294	GSM9322961_TR16_23542	BayesSpace	BayesSpace	4	seed_11	seed_37	313	4251	0.0	0.0	0.0	0.017544472590088844	success	0.054995173695855416
GSE311294	GSM9322961_TR16_23542	BayesSpace	BayesSpace	6	seed_11	seed_23	569	3995	0.0	0.0	0.0	0.0005405982374213636	success	0.002554130802889341
GSE311294	GSM9322961_TR16_23542	BayesSpace	BayesSpace	6	seed_11	seed_37	290	4274	0.0	0.0	0.0	0.009794716723263264	success	0.03361134370298762
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	4	seed_11	seed_23	1	4689	1.5809892416000366	4.464465618133545	-2.8834762573242188	0.4888719618320465	success	0.7244193616238508
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	4	seed_11	seed_37	1	4689	1.5809892416000366	4.464465618133545	-2.8834762573242188	0.4888719618320465	success	0.7244193616238508
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	6	seed_11	seed_23	5	4685	7.580728054046631	4.464240550994873	3.116487503051758	0.5698698163032532	success	0.7939211970720536
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	6	seed_11	seed_37	0	4690					not_evaluable_no_switching	
GSE267401	GSM8265212_CTC21M	M0_expr_kmeans	expression-only k-means	4	seed_11	seed_23	13	3871	3.9995994567871094	1.9997978210449219	1.9998016357421875	0.060890547931194305	success	0.15387843895790188
GSE267401	GSM8265212_CTC21M	M0_expr_kmeans	expression-only k-means	4	seed_11	seed_37	12	3872	3.499650478363037	1.9997978210449219	1.4998526573181152	0.11877395212650299	success	0.2746121162641133
GSE267401	GSM8265212_CTC21M	M0_expr_kmeans	expression-only k-means	6	seed_11	seed_23	80	3804	2.249774932861328	1.9997978210449219	0.24997711181640625	0.30549725890159607	success	0.5325781091011782
GSE267401	GSM8265212_CTC21M	M0_expr_kmeans	expression-only k-means	6	seed_11	seed_37	163	3721	2.4997501373291016	1.9997940063476562	0.4999561309814453	0.05612720176577568	success	0.14521799821938788
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	seed_11	seed_23	89	3632	1.9997997283935547	1.9997997283935547	0.0	0.7176083922386169	success	0.8929020453045386
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	seed_11	seed_37	5	3716	0.999908447265625	1.9997997283935547	-0.9998912811279297	0.20247909426689148	success	0.394513683459338
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	seed_11	seed_23	59	3662	1.80259370803833	1.9997997283935547	-0.1972060203552246	0.6826473474502563	success	0.8619444957146278
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	seed_11	seed_37	17	3704	1.4998500347137451	1.9997997283935547	-0.49994969367980957	0.15531401336193085	success	0.3224991615031176
GSE267401	GSM8265214_CTC17M	M0_expr_kmeans	expression-only k-means	4	seed_11	seed_23	22	4735	12.423301696777344	8.936149597167969	3.487152099609375	0.4276808202266693	success	0.667100226765044
GSE267401	GSM8265214_CTC17M	M0_expr_kmeans	expression-only k-means	4	seed_11	seed_37	20	4737	11.879709243774414	8.943374633789062	2.9363346099853516	0.6865256428718567	success	0.8619444957146278
GSE267401	GSM8265214_CTC17M	M0_expr_kmeans	expression-only k-means	6	seed_11	seed_23	0	4757					not_evaluable_no_switching	
GSE267401	GSM8265214_CTC17M	M0_expr_kmeans	expression-only k-means	6	seed_11	seed_37	13	4744	5.619748592376709	8.968793869018555	-3.3490452766418457	0.28449562191963196	success	0.5068064084469946
GSE285505	GSM8703563_Tumor19	M0_expr_kmeans	expression-only k-means	4	seed_11	seed_23	7	3486	0.0	0.0	0.0	0.7878159880638123	success	0.9438341292706165
GSE285505	GSM8703563_Tumor19	M0_expr_kmeans	expression-only k-means	4	seed_11	seed_37	18	3475	0.0	0.0	0.0	0.6647738218307495	success	0.8619444957146278
GSE285505	GSM8703563_Tumor19	M0_expr_kmeans	expression-only k-means	6	seed_11	seed_23	16	3477	0.0	0.0	0.0	0.6830148100852966	success	0.8619444957146278
GSE285505	GSM8703563_Tumor19	M0_expr_kmeans	expression-only k-means	6	seed_11	seed_37	10	3483	0.0	0.0	0.0	0.7472888231277466	success	0.9158502118031782
GSE285505	GSM8703564_Tumor20	M0_expr_kmeans	expression-only k-means	4	seed_11	seed_23	1	2472	0.0	0.0	0.0	0.8530341982841492	success	0.9823987471473801
GSE285505	GSM8703564_Tumor20	M0_expr_kmeans	expression-only k-means	4	seed_11	seed_37	25	2448	0.0	0.0	0.0	0.34642985463142395	success	0.578303888969615
GSE285505	GSM8703564_Tumor20	M0_expr_kmeans	expression-only k-means	6	seed_11	seed_23	6	2467	0.0	0.0	0.0	0.6463891863822937	success	0.8496890111315635
GSE285505	GSM8703564_Tumor20	M0_expr_kmeans	expression-only k-means	6	seed_11	seed_37	6	2467	0.0	0.0	0.0	0.6463891863822937	success	0.8496890111315635
GSE285505	GSM8703565_Tumor24	M0_expr_kmeans	expression-only k-means	4	seed_11	seed_23	0	3563					not_evaluable_no_switching	
GSE285505	GSM8703565_Tumor24	M0_expr_kmeans	expression-only k-means	4	seed_11	seed_37	17	3546	0.0	0.0	0.0	0.5211270451545715	success	0.755055185423957
GSE285505	GSM8703565_Tumor24	M0_expr_kmeans	expression-only k-means	6	seed_11	seed_23	2	3561	0.0	0.0	0.0	0.8270770311355591	success	0.9613679974104586
GSE285505	GSM8703565_Tumor24	M0_expr_kmeans	expression-only k-means	6	seed_11	seed_37	2	3561	0.0	0.0	0.0	0.8270770311355591	success	0.9613679974104586
GSE285505	GSM8703566_Tumor26	M0_expr_kmeans	expression-only k-means	4	seed_11	seed_23	16	3399	0.0	0.0	0.0	0.04647424817085266	success	0.12521161077436338
GSE285505	GSM8703566_Tumor26	M0_expr_kmeans	expression-only k-means	4	seed_11	seed_37	2	3413	0.0	0.0	0.0	0.7881268262863159	success	0.9438341292706165
GSE285505	GSM8703566_Tumor26	M0_expr_kmeans	expression-only k-means	6	seed_11	seed_23	166	3249	0.0	0.0	0.0	0.07075130939483643	success	0.17583763576818234
GSE285505	GSM8703566_Tumor26	M0_expr_kmeans	expression-only k-means	6	seed_11	seed_37	161	3254	0.0	0.0	0.0	0.05606669932603836	success	0.14521799821938788
GSE311294	GSM9322957_TR11_206	M0_expr_kmeans	expression-only k-means	4	seed_11	seed_23	1	3741	3.069305658340454	4.286000728607178	-1.2166950702667236	0.5350980162620544	success	0.7612732014098724
GSE311294	GSM9322957_TR11_206	M0_expr_kmeans	expression-only k-means	4	seed_11	seed_37	1	3741	3.069305658340454	4.286000728607178	-1.2166950702667236	0.5350980162620544	success	0.7612732014098724
GSE311294	GSM9322957_TR11_206	M0_expr_kmeans	expression-only k-means	6	seed_11	seed_23	6	3736	4.777626037597656	4.2775654792785645	0.5000605583190918	0.7288885116577148	success	0.9034891817506275
GSE311294	GSM9322957_TR11_206	M0_expr_kmeans	expression-only k-means	6	seed_11	seed_37	6	3736	4.186217784881592	4.282255172729492	-0.09603738784790039	0.9642550349235535	success	1.0
GSE311294	GSM9322958_TR11_16184	M0_expr_kmeans	expression-only k-means	4	seed_11	seed_23	9	4723	6.836165904998779	4.626070022583008	2.2100958824157715	0.023984190076589584	success	0.07108041786334732
GSE311294	GSM9322958_TR11_16184	M0_expr_kmeans	expression-only k-means	4	seed_11	seed_37	0	4732					not_evaluable_no_switching	
GSE311294	GSM9322958_TR11_16184	M0_expr_kmeans	expression-only k-means	6	seed_11	seed_23	4	4728	5.90902853012085	4.633159637451172	1.2758688926696777	0.584741473197937	success	0.8077361028073198
GSE311294	GSM9322958_TR11_16184	M0_expr_kmeans	expression-only k-means	6	seed_11	seed_37	403	4329	5.486093997955322	4.579874515533447	0.906219482421875	4.60001319879666e-06	success	3.749010757019278e-05
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	expression-only k-means	4	seed_11	seed_23	4	3669	0.0	0.0	0.0	1.0	success	1.0
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	expression-only k-means	4	seed_11	seed_37	4	3669	0.0	0.0	0.0	1.0	success	1.0
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	expression-only k-means	6	seed_11	seed_23	99	3574	0.0	0.0	0.0	1.0	success	1.0
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	expression-only k-means	6	seed_11	seed_37	62	3611	0.0	0.0	0.0	1.0	success	1.0
GSE311294	GSM9322960_TR11_21723	M0_expr_kmeans	expression-only k-means	4	seed_11	seed_23	0	4362					not_evaluable_no_switching	
GSE311294	GSM9322960_TR11_21723	M0_expr_kmeans	expression-only k-means	4	seed_11	seed_37	5	4357	0.0	0.0	0.0	0.8614522814750671	success	0.9823987471473801
GSE311294	GSM9322960_TR11_21723	M0_expr_kmeans	expression-only k-means	6	seed_11	seed_23	2	4360	0.24997520446777344	0.0	0.24997520446777344	0.7424339056015015	success	0.9133337857588282
GSE311294	GSM9322960_TR11_21723	M0_expr_kmeans	expression-only k-means	6	seed_11	seed_37	0	4362					not_evaluable_no_switching	
GSE311294	GSM9322961_TR16_23542	M0_expr_kmeans	expression-only k-means	4	seed_11	seed_23	0	4564					not_evaluable_no_switching	
GSE311294	GSM9322961_TR16_23542	M0_expr_kmeans	expression-only k-means	4	seed_11	seed_37	0	4564					not_evaluable_no_switching	
GSE311294	GSM9322961_TR16_23542	M0_expr_kmeans	expression-only k-means	6	seed_11	seed_23	10	4554	0.0	0.0	0.0	0.31319111585617065	success	0.5402132474556172
GSE311294	GSM9322961_TR16_23542	M0_expr_kmeans	expression-only k-means	6	seed_11	seed_37	17	4547	0.0	0.0	0.0	0.18813148140907288	success	0.37626296281814575
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	seed_11	seed_23	0	4690					not_evaluable_no_switching	
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	seed_11	seed_37	0	4690					not_evaluable_no_switching	
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	seed_11	seed_23	6	4684	2.037858486175537	4.4646077156066895	-2.4267492294311523	0.539429783821106	success	0.7612732014098724
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	seed_11	seed_37	1	4689	5.647668838500977	4.464240550994873	1.1834282875061035	0.8790611624717712	success	0.9950483991867967
GSE267401	GSM8265212_CTC21M	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	seed_11	seed_23	16	3868	4.249575138092041	1.9997978210449219	2.249777317047119	0.005500690545886755	success	0.020148596831000922
GSE267401	GSM8265212_CTC21M	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	seed_11	seed_37	18	3866	4.249575138092041	1.9997978210449219	2.249777317047119	0.0073155732825398445	success	0.025773970820810847
GSE267401	GSM8265212_CTC21M	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	seed_11	seed_23	32	3852	2.957441806793213	1.9997978210449219	0.957643985748291	0.1197238564491272	success	0.2748589943832075
GSE267401	GSM8265212_CTC21M	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	seed_11	seed_37	157	3727	2.4997501373291016	1.9997940063476562	0.4999561309814453	0.054656755179166794	success	0.14486261941795428
GSE267401	GSM8265213_CTC17P	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	seed_11	seed_23	20	3701	2.9271368980407715	1.9997997283935547	0.9273371696472168	0.20550371706485748	success	0.394513683459338
GSE267401	GSM8265213_CTC17P	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	seed_11	seed_37	5	3716	1.4998500347137451	1.9997997283935547	-0.49994969367980957	0.6838212609291077	success	0.8619444957146278
GSE267401	GSM8265213_CTC17P	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	seed_11	seed_23	10	3711	0.6034926772117615	1.9997997283935547	-1.3963069915771484	0.00625208206474781	success	0.022646430590086513
GSE267401	GSM8265213_CTC17P	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	seed_11	seed_37	7	3714	0.7070353031158447	1.9997997283935547	-1.29276442527771	0.0195762999355793	success	0.05964368017755936
GSE267401	GSM8265214_CTC17M	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	seed_11	seed_23	1	4756	13.864035606384277	8.943376541137695	4.920659065246582	0.4667070209980011	success	0.7049212861392233
GSE267401	GSM8265214_CTC17M	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	seed_11	seed_37	36	4721	11.955160140991211	8.91716480255127	3.0379953384399414	0.15290440618991852	success	0.3195937801247988
GSE267401	GSM8265214_CTC17M	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	seed_11	seed_23	14	4743	9.551677703857422	8.943376541137695	0.6083011627197266	0.7677974104881287	success	0.9374605086858799
GSE267401	GSM8265214_CTC17M	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	seed_11	seed_37	24	4733	9.551677703857422	8.943376541137695	0.6083011627197266	0.5165811777114868	success	0.7550478162510055
GSE285505	GSM8703563_Tumor19	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	seed_11	seed_23	24	3469	0.0	0.0	0.0	0.6163750886917114	success	0.8318316853095474
GSE285505	GSM8703563_Tumor19	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	seed_11	seed_37	22	3471	0.0	0.0	0.0	0.6315994262695312	success	0.8369976136742568
GSE285505	GSM8703563_Tumor19	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	seed_11	seed_23	127	3366	0.0	0.0	0.0	0.13208895921707153	success	0.2870733380317688
GSE285505	GSM8703563_Tumor19	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	seed_11	seed_37	250	3243	0.0	0.0	0.0	0.7806369662284851	success	0.9438341292706165
GSE285505	GSM8703564_Tumor20	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	seed_11	seed_23	0	2473					not_evaluable_no_switching	
GSE285505	GSM8703564_Tumor20	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	seed_11	seed_37	25	2448	0.0	0.0	0.0	0.34642985463142395	success	0.578303888969615
GSE285505	GSM8703564_Tumor20	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	seed_11	seed_23	5	2468	0.0	0.0	0.0	0.6755382418632507	success	0.8619444957146278
GSE285505	GSM8703564_Tumor20	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	seed_11	seed_37	7	2466	0.0	0.0	0.0	0.6200463175773621	success	0.8318316853095474
GSE285505	GSM8703565_Tumor24	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	seed_11	seed_23	66	3497	0.0	0.0	0.0	0.6572495698928833	success	0.8604954208236143
GSE285505	GSM8703565_Tumor24	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	seed_11	seed_37	2	3561	0.0	0.0	0.0	0.8270770311355591	success	0.9613679974104586
GSE285505	GSM8703565_Tumor24	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	seed_11	seed_23	29	3534	0.0	0.0	0.0	0.4010951817035675	success	0.6378391670017708
GSE285505	GSM8703565_Tumor24	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	seed_11	seed_37	37	3526	0.0	0.0	0.0	0.34231677651405334	success	0.5782138297594891
GSE285505	GSM8703566_Tumor26	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	seed_11	seed_23	0	3415					not_evaluable_no_switching	
GSE285505	GSM8703566_Tumor26	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	seed_11	seed_37	0	3415					not_evaluable_no_switching	
GSE285505	GSM8703566_Tumor26	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	seed_11	seed_23	117	3298	0.0	0.0	0.0	0.34946584701538086	success	0.578303888969615
GSE285505	GSM8703566_Tumor26	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	seed_11	seed_37	47	3368	0.0	0.0	0.0	0.00046985538210719824	success	0.00228616200846189
GSE311294	GSM9322957_TR11_206	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	seed_11	seed_23	2	3740	2.026952028274536	4.286473274230957	-2.259521245956421	0.14207088947296143	success	0.30271313704696357
GSE311294	GSM9322957_TR11_206	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	seed_11	seed_37	0	3742					not_evaluable_no_switching	
GSE311294	GSM9322957_TR11_206	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	seed_11	seed_23	3	3739	4.542606353759766	4.278509616851807	0.264096736907959	0.825667142868042	success	0.9613679974104586
GSE311294	GSM9322957_TR11_206	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	seed_11	seed_37	18	3724	4.518972396850586	4.2775654792785645	0.24140691757202148	0.9305521845817566	success	1.0
GSE311294	GSM9322958_TR11_16184	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	seed_11	seed_23	0	4732					not_evaluable_no_switching	
GSE311294	GSM9322958_TR11_16184	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	seed_11	seed_37	0	4732					not_evaluable_no_switching	
GSE311294	GSM9322958_TR11_16184	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	seed_11	seed_23	4	4728	3.1867408752441406	4.63375186920166	-1.4470109939575195	0.4620940089225769	success	0.7039376023773835
GSE311294	GSM9322958_TR11_16184	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	seed_11	seed_37	429	4303	5.486093997955322	4.578932762145996	0.9071612358093262	4.010656539321644e-06	success	3.352497517484246e-05
GSE311294	GSM9322959_TR11_18105	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	seed_11	seed_23	5	3668	0.0	0.0	0.0	1.0	success	1.0
GSE311294	GSM9322959_TR11_18105	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	seed_11	seed_37	5	3668	0.0	0.0	0.0	1.0	success	1.0
GSE311294	GSM9322959_TR11_18105	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	seed_11	seed_23	36	3637	0.0	0.0	0.0	1.0	success	1.0
GSE311294	GSM9322959_TR11_18105	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	seed_11	seed_37	18	3655	0.0	0.0	0.0	1.0	success	1.0
GSE311294	GSM9322960_TR11_21723	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	seed_11	seed_23	1	4361	0.0	0.0	0.0	0.3900383710861206	success	0.6294678662082936
GSE311294	GSM9322960_TR11_21723	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	seed_11	seed_37	6	4356	0.0	0.0	0.0	0.6096134781837463	success	0.8280583078662554
