dataset_id	sample_id	method_id	method_label	K	reference_id	alternative_id	n_switching	n_stable	median_gradient_switching	median_gradient_stable	median_delta_switching_minus_stable	pvalue_mannwhitney_spot_level	status	fdr_bh
GSE267401	GSM8265212_CTC21M	M5_stagate	STAGATE-style	4	seed_11	seed_23	1280	2604	1.9997997283935547	1.8026063442230225	0.19719338417053223	0.31218817830085754	success	0.5402132474556172
GSE267401	GSM8265212_CTC21M	M5_stagate	STAGATE-style	4	seed_11	seed_37	969	2915	1.9997997283935547	1.80259370803833	0.1972060203552246	0.01823408342897892	success	0.05661248759854408
GSE267401	GSM8265212_CTC21M	M5_stagate	STAGATE-style	6	seed_11	seed_23	837	3047	1.9997987747192383	1.9997978210449219	9.5367431640625e-07	0.7903887033462524	success	0.9438341292706165
GSE267401	GSM8265212_CTC21M	M5_stagate	STAGATE-style	6	seed_11	seed_37	326	3558	1.9997997283935547	1.9997940063476562	5.7220458984375e-06	0.9462682604789734	success	1.0
GSE267401	GSM8265213_CTC17P	M5_stagate	STAGATE-style	4	seed_11	seed_23	638	3083	1.58098566532135	1.9997997283935547	-0.4188140630722046	0.29738032817840576	success	0.5268803640552189
GSE267401	GSM8265213_CTC17P	M5_stagate	STAGATE-style	4	seed_11	seed_37	1799	1922	1.5809807777404785	2.061347007751465	-0.48036623001098633	0.00011554524098755792	success	0.0006175040747859652
GSE267401	GSM8265213_CTC17P	M5_stagate	STAGATE-style	6	seed_11	seed_23	1216	2505	1.5809807777404785	1.9998000860214233	-0.4188193082809448	0.0029983834829181433	success	0.01163658351703946
GSE267401	GSM8265213_CTC17P	M5_stagate	STAGATE-style	6	seed_11	seed_37	1217	2504	1.5809777975082397	1.999800205230713	-0.41882240772247314	0.00012982726912014186	success	0.0006826401569865524
GSE267401	GSM8265214_CTC17M	M5_stagate	STAGATE-style	4	seed_11	seed_23	1436	3321	8.642288208007812	9.012977600097656	-0.37068939208984375	0.7870678901672363	success	0.9438341292706165
GSE267401	GSM8265214_CTC17M	M5_stagate	STAGATE-style	4	seed_11	seed_37	939	3818	8.061450004577637	9.11259651184082	-1.0511465072631836	0.0003420145658310503	success	0.0016893446736503392
GSE267401	GSM8265214_CTC17M	M5_stagate	STAGATE-style	6	seed_11	seed_23	1271	3486	9.135396003723145	8.84501838684082	0.2903776168823242	0.9498249292373657	success	1.0
GSE267401	GSM8265214_CTC17M	M5_stagate	STAGATE-style	6	seed_11	seed_37	1407	3350	8.557768821716309	9.123231887817383	-0.5654630661010742	0.002709698397666216	success	0.010642911778785378
GSE285505	GSM8703563_Tumor19	M5_stagate	STAGATE-style	4	seed_11	seed_23	1275	2218	0.0	0.0	0.0	0.4608806371688843	success	0.7039376023773835
GSE285505	GSM8703563_Tumor19	M5_stagate	STAGATE-style	4	seed_11	seed_37	630	2863	0.0	0.0	0.0	0.12488210946321487	success	0.27694944003406835
GSE285505	GSM8703563_Tumor19	M5_stagate	STAGATE-style	6	seed_11	seed_23	1094	2399	0.0	0.0	0.0	0.057025302201509476	success	0.1463799095881267
GSE285505	GSM8703563_Tumor19	M5_stagate	STAGATE-style	6	seed_11	seed_37	720	2773	0.0	0.0	0.0	0.1579478681087494	success	0.3258924367307108
GSE285505	GSM8703564_Tumor20	M5_stagate	STAGATE-style	4	seed_11	seed_23	304	2169	0.0	0.0	0.0	0.004999204073101282	success	0.018519778725352477
GSE285505	GSM8703564_Tumor20	M5_stagate	STAGATE-style	4	seed_11	seed_37	160	2313	0.0	0.0	0.0	0.014228935353457928	success	0.0450352711187115
GSE285505	GSM8703564_Tumor20	M5_stagate	STAGATE-style	6	seed_11	seed_23	883	1590	0.0	0.0	0.0	8.747208513071314e-11	success	1.0967653751004802e-09
GSE285505	GSM8703564_Tumor20	M5_stagate	STAGATE-style	6	seed_11	seed_37	821	1652	0.0	0.0	0.0	2.401205623225877e-10	success	2.795689404184414e-09
GSE285505	GSM8703565_Tumor24	M5_stagate	STAGATE-style	4	seed_11	seed_23	371	3192	0.0	0.0	0.0	0.5265984535217285	success	0.7575826770933715
GSE285505	GSM8703565_Tumor24	M5_stagate	STAGATE-style	4	seed_11	seed_37	1133	2430	0.0	0.0	0.0	0.26745858788490295	success	0.48172099254407935
GSE285505	GSM8703565_Tumor24	M5_stagate	STAGATE-style	6	seed_11	seed_23	773	2790	0.0	0.0	0.0	0.38412219285964966	success	0.6230041535932627
GSE285505	GSM8703565_Tumor24	M5_stagate	STAGATE-style	6	seed_11	seed_37	812	2751	0.0	0.0	0.0	0.3161640167236328	success	0.5424708918521278
GSE285505	GSM8703566_Tumor26	M5_stagate	STAGATE-style	4	seed_11	seed_23	270	3145	0.0	0.0	0.0	0.02464018017053604	success	0.07236665527562837
GSE285505	GSM8703566_Tumor26	M5_stagate	STAGATE-style	4	seed_11	seed_37	281	3134	0.0	0.0	0.0	0.5275192260742188	success	0.7575826770933715
GSE285505	GSM8703566_Tumor26	M5_stagate	STAGATE-style	6	seed_11	seed_23	824	2591	0.0	0.0	0.0	0.12174401432275772	success	0.27561492131402093
GSE285505	GSM8703566_Tumor26	M5_stagate	STAGATE-style	6	seed_11	seed_37	923	2492	0.0	0.0	0.0	0.7362784743309021	success	0.9091923584540685
GSE311294	GSM9322957_TR11_206	M5_stagate	STAGATE-style	4	seed_11	seed_23	1177	2565	4.476991653442383	4.196961402893066	0.2800302505493164	0.03880961984395981	success	0.10721979719602455
GSE311294	GSM9322957_TR11_206	M5_stagate	STAGATE-style	4	seed_11	seed_37	357	3385	4.37607479095459	4.266183853149414	0.10989093780517578	0.4540334939956665	success	0.6981835803895626
GSE311294	GSM9322957_TR11_206	M5_stagate	STAGATE-style	6	seed_11	seed_23	849	2893	4.4765305519104	4.22165584564209	0.25487470626831055	0.17490340769290924	success	0.3541522416639032
GSE311294	GSM9322957_TR11_206	M5_stagate	STAGATE-style	6	seed_11	seed_37	397	3345	4.495035648345947	4.261955261230469	0.23308038711547852	0.12424422800540924	success	0.27694944003406835
GSE311294	GSM9322958_TR11_16184	M5_stagate	STAGATE-style	4	seed_11	seed_23	1383	3349	4.830851078033447	4.546260833740234	0.2845902442932129	0.026144258677959442	success	0.07542502946030777
GSE311294	GSM9322958_TR11_16184	M5_stagate	STAGATE-style	4	seed_11	seed_37	1034	3698	4.903802394866943	4.5698065757751465	0.3339958190917969	0.001025655190460384	success	0.004342384312858248
GSE311294	GSM9322958_TR11_16184	M5_stagate	STAGATE-style	6	seed_11	seed_23	1421	3311	4.886143684387207	4.527095794677734	0.35904788970947266	0.0006578353932127357	success	0.0029785324748243308
GSE311294	GSM9322958_TR11_16184	M5_stagate	STAGATE-style	6	seed_11	seed_37	1459	3273	4.926647186279297	4.5100226402282715	0.4166245460510254	1.2479826182243414e-05	success	8.656219862577346e-05
GSE311294	GSM9322959_TR11_18105	M5_stagate	STAGATE-style	4	seed_11	seed_23	1175	2498	0.0	0.0	0.0	1.0	success	1.0
GSE311294	GSM9322959_TR11_18105	M5_stagate	STAGATE-style	4	seed_11	seed_37	1287	2386	0.0	0.0	0.0	1.0	success	1.0
GSE311294	GSM9322959_TR11_18105	M5_stagate	STAGATE-style	6	seed_11	seed_23	573	3100	0.0	0.0	0.0	1.0	success	1.0
GSE311294	GSM9322959_TR11_18105	M5_stagate	STAGATE-style	6	seed_11	seed_37	1244	2429	0.0	0.0	0.0	1.0	success	1.0
GSE311294	GSM9322960_TR11_21723	M5_stagate	STAGATE-style	4	seed_11	seed_23	234	4128	0.49994993209838867	0.0	0.49994993209838867	0.020833231508731842	success	0.06288549510969056
GSE311294	GSM9322960_TR11_21723	M5_stagate	STAGATE-style	4	seed_11	seed_37	183	4179	0.4999504089355469	0.0	0.4999504089355469	0.0016122597735375166	success	0.0065699585771653805
GSE311294	GSM9322960_TR11_21723	M5_stagate	STAGATE-style	6	seed_11	seed_23	1145	3217	0.49994945526123047	0.0	0.49994945526123047	2.265295188408345e-05	success	0.0001420165829656001
GSE311294	GSM9322960_TR11_21723	M5_stagate	STAGATE-style	6	seed_11	seed_37	405	3957	0.0	0.0	0.0	0.0585445798933506	success	0.1491057269158773
GSE311294	GSM9322961_TR16_23542	M5_stagate	STAGATE-style	4	seed_11	seed_23	242	4322	0.0	0.0	0.0	0.35793665051460266	success	0.5863685832550777
GSE311294	GSM9322961_TR16_23542	M5_stagate	STAGATE-style	4	seed_11	seed_37	338	4226	0.0	0.0	0.0	0.012400704436004162	success	0.04053169811144471
GSE311294	GSM9322961_TR16_23542	M5_stagate	STAGATE-style	6	seed_11	seed_23	1245	3319	0.0	0.0	0.0	1.04335651940346e-06	success	8.950900666461262e-06
GSE311294	GSM9322961_TR16_23542	M5_stagate	STAGATE-style	6	seed_11	seed_37	1124	3440	0.0	0.0	0.0	0.00018227648979518563	success	0.0009432085027496907
