dataset_id	sample_id	method_id	method_label	K	feature_type	feature_id	reference_id	reference_delta	reference_ci_lower	reference_ci_upper	reference_interval_excludes_zero	n_alternatives	n_opposite_sign_alternatives	opposite_sign_alternative_ids	n_interval_supported_opposite_sign_alternatives	interval_supported_opposite_sign_alternative_ids	any_opposite_sign_point_estimate	any_interval_supported_opposite_sign_estimate	reference_interval_includes_zero_among_point_changes	reference_and_alternative_intervals_include_zero	evidence_class	interpretation_note
GSE267401	GSM8265211_CTC21P	BayesSpace	BayesSpace	6	signature	SIG_EXCLUSION_CONTRAST	seed_11	-0.6758262179987089	-0.7987466188062385	-0.5768311092485793	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	BayesSpace	BayesSpace	6	signature	SIG_EXCLUSION_TGFB_CXCL12	seed_11	-0.3772730469994302	-0.423661197225932	-0.3205106700599499	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	BayesSpace	BayesSpace	6	signature	SIG_MY_SPP1	seed_11	0.0914904490706162	0.0677396801108464	0.1106512459602202	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	BayesSpace	BayesSpace	6	signature	SIG_TCELL	seed_11	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	4	gene	COL1A1	seed_11	1.659128884504944	1.454875136234031	1.9016193323928616	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	4	gene	EPCAM	seed_11	-0.6334016710103265	-0.7363412330457371	-0.5497932170096351	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	4	gene	FAP	seed_11	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	4	gene	PTPRC	seed_11	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	4	gene	SPP1	seed_11	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	4	signature	SIG_CAF_FAP	seed_11	0.9400948841974484	0.8116164052270778	1.0632798626948334	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	4	signature	SIG_CYTOTOX	seed_11	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	4	signature	SIG_EXCLUSION_CONTRAST	seed_11	0.8289666282062615	0.7134507512079451	0.9359799341919476	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	4	signature	SIG_EXCLUSION_TGFB_CXCL12	seed_11	0.4129552218307593	0.3262456659375259	0.50369873172595	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	4	signature	SIG_MY_SPP1	seed_11	0.0777210808358214	0.0508133778057311	0.1045589098114192	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	4	signature	SIG_TCELL	seed_11	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	6	gene	COL1A1	seed_11	-0.2340120069718372	-0.5970258041212156	0.1441451208871502	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	6	gene	EPCAM	seed_11	0.625284407349874	0.3225544436274388	0.8566997013367933	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	6	gene	FAP	seed_11	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	6	gene	PTPRC	seed_11	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	6	gene	SPP1	seed_11	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	6	signature	SIG_CAF_FAP	seed_11	-0.0910923137548191	-0.3176451139536203	0.1304779844001569	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	6	signature	SIG_CYTOTOX	seed_11	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	6	signature	SIG_EXCLUSION_CONTRAST	seed_11	-0.0095631695655318	-0.1590385505636009	0.177379639978302	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	6	signature	SIG_EXCLUSION_TGFB_CXCL12	seed_11	-0.0537150146388097	-0.1548249754634476	0.0768609543134285	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	6	signature	SIG_MY_SPP1	seed_11	0.1434492387297697	0.1248952191856221	0.1885817015862506	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	6	signature	SIG_TCELL	seed_11	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	gene	COL1A1	seed_11	1.659128884504944	1.4401198758704623	1.8960194865904887	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	gene	EPCAM	seed_11	-0.6334016710103265	-0.7349838592086138	-0.55242170156762	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	gene	FAP	seed_11	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	gene	PTPRC	seed_11	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	gene	SPP1	seed_11	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	signature	SIG_CAF_FAP	seed_11	0.9400948841974484	0.7973694593407	1.05812157338846	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	signature	SIG_CYTOTOX	seed_11	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	signature	SIG_EXCLUSION_CONTRAST	seed_11	0.8289666282062615	0.7187771194162171	0.9334216774991292	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	signature	SIG_EXCLUSION_TGFB_CXCL12	seed_11	0.4129552218307593	0.3322984295833983	0.4990454524003146	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	signature	SIG_MY_SPP1	seed_11	0.0777210808358214	0.0525707503325066	0.1052768268371561	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	signature	SIG_TCELL	seed_11	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	gene	COL1A1	seed_11	-0.2231028322851074	-0.6199784467962741	0.1199417303113527	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	gene	EPCAM	seed_11	0.6250421426391579	0.3228500239357793	0.8714874789421403	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	gene	FAP	seed_11	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	gene	PTPRC	seed_11	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	gene	SPP1	seed_11	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	signature	SIG_CAF_FAP	seed_11	-0.0893247181285459	-0.3159009513579746	0.1346550248681303	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	signature	SIG_CYTOTOX	seed_11	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	signature	SIG_EXCLUSION_CONTRAST	seed_11	-0.0079990030780194	-0.1475040658646883	0.1619918868433318	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	signature	SIG_EXCLUSION_TGFB_CXCL12	seed_11	-0.0477544984033275	-0.1671376965791778	0.0877131935611376	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	signature	SIG_MY_SPP1	seed_11	0.1443811755654417	0.1259070480904963	0.1889084641508049	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	signature	SIG_TCELL	seed_11	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M2_spatial_ward	spatial Ward	4	gene	COL1A1	neighbors_6	2.5759988556144817	2.422555083064754	2.720404405845175	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M2_spatial_ward	spatial Ward	4	gene	EPCAM	neighbors_6	-1.0302835954096334	-1.173279538190719	-0.9028426638888328	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M2_spatial_ward	spatial Ward	4	gene	FAP	neighbors_6	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M2_spatial_ward	spatial Ward	4	gene	PTPRC	neighbors_6	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M2_spatial_ward	spatial Ward	4	gene	SPP1	neighbors_6	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M2_spatial_ward	spatial Ward	4	signature	SIG_CAF_FAP	neighbors_6	1.4081625127074258	1.324430004270365	1.5034834616053827	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M2_spatial_ward	spatial Ward	4	signature	SIG_CYTOTOX	neighbors_6	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M2_spatial_ward	spatial Ward	4	signature	SIG_EXCLUSION_CONTRAST	neighbors_6	1.3215946310846691	1.206702510277128	1.4231492236773329	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M2_spatial_ward	spatial Ward	4	signature	SIG_EXCLUSION_TGFB_CXCL12	neighbors_6	0.7788624326669489	0.6925948439590588	0.8433209617262634	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M2_spatial_ward	spatial Ward	4	signature	SIG_MY_SPP1	neighbors_6	0.1176074342675426	0.0898776890983374	0.1495614980754948	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M2_spatial_ward	spatial Ward	4	signature	SIG_TCELL	neighbors_6	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M2_spatial_ward	spatial Ward	6	gene	COL1A1	neighbors_6	1.4783297868537764	1.083367333951411	1.725474827246737	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M2_spatial_ward	spatial Ward	6	gene	EPCAM	neighbors_6	-0.552273134371851	-0.6865801115662492	-0.4630626642771082	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M2_spatial_ward	spatial Ward	6	gene	FAP	neighbors_6	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M2_spatial_ward	spatial Ward	6	gene	PTPRC	neighbors_6	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M2_spatial_ward	spatial Ward	6	gene	SPP1	neighbors_6	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M2_spatial_ward	spatial Ward	6	signature	SIG_CAF_FAP	neighbors_6	0.8056505738853248	0.5985404114715134	0.9252366107747138	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M2_spatial_ward	spatial Ward	6	signature	SIG_CYTOTOX	neighbors_6	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M2_spatial_ward	spatial Ward	6	signature	SIG_EXCLUSION_CONTRAST	neighbors_6	0.5823084720032432	0.4304237970702121	0.7411159513314534	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265211_CTC21P	M2_spatial_ward	spatial Ward	6	signature	SIG_EXCLUSION_TGFB_CXCL12	neighbors_6	0.2523675486292368	0.1721827070354454	0.3589333045664322	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
