dataset_id	sample_id	method_id	method_label	K	reference_id	alternative_id	stability_type	ari	below_0_60	n_spots	n_switching	switching_fraction
GSE311294	GSM9322957_TR11_206	M5_stagate	STAGATE-style	6	seed_11	seed_37	seed_pair_ari	0.7630105329860579	False	3742	397	0.10609299839657937
GSE311294	GSM9322958_TR11_16184	M5_stagate	STAGATE-style	4	seed_11	seed_23	seed_pair_ari	0.44485490487927337	True	4732	1383	0.2922654268808115
GSE311294	GSM9322958_TR11_16184	M5_stagate	STAGATE-style	4	seed_11	seed_37	seed_pair_ari	0.5672913355958161	True	4732	1034	0.21851225697379545
GSE311294	GSM9322958_TR11_16184	M5_stagate	STAGATE-style	6	seed_11	seed_23	seed_pair_ari	0.49716932387146723	True	4732	1421	0.30029585798816566
GSE311294	GSM9322958_TR11_16184	M5_stagate	STAGATE-style	6	seed_11	seed_37	seed_pair_ari	0.6243511774444107	False	4732	1459	0.30832628909551985
GSE311294	GSM9322959_TR11_18105	M5_stagate	STAGATE-style	4	seed_11	seed_23	seed_pair_ari	0.5232167496762032	True	3673	1175	0.3199019874761775
GSE311294	GSM9322959_TR11_18105	M5_stagate	STAGATE-style	4	seed_11	seed_37	seed_pair_ari	0.4729992892181607	True	3673	1287	0.35039477266539615
GSE311294	GSM9322959_TR11_18105	M5_stagate	STAGATE-style	6	seed_11	seed_23	seed_pair_ari	0.6532682365082306	False	3673	573	0.15600326708412743
GSE311294	GSM9322959_TR11_18105	M5_stagate	STAGATE-style	6	seed_11	seed_37	seed_pair_ari	0.46668170369059764	True	3673	1244	0.3386877212088211
GSE311294	GSM9322960_TR11_21723	M5_stagate	STAGATE-style	4	seed_11	seed_23	seed_pair_ari	0.891073857321275	False	4362	234	0.05364511691884457
GSE311294	GSM9322960_TR11_21723	M5_stagate	STAGATE-style	4	seed_11	seed_37	seed_pair_ari	0.9120623629299177	False	4362	183	0.041953232462173314
GSE311294	GSM9322960_TR11_21723	M5_stagate	STAGATE-style	6	seed_11	seed_23	seed_pair_ari	0.6429753172533865	False	4362	1145	0.26249426868408987
GSE311294	GSM9322960_TR11_21723	M5_stagate	STAGATE-style	6	seed_11	seed_37	seed_pair_ari	0.8121908920971671	False	4362	405	0.09284731774415406
GSE311294	GSM9322961_TR16_23542	M5_stagate	STAGATE-style	4	seed_11	seed_23	seed_pair_ari	0.8658833644355358	False	4564	242	0.053023663453111304
GSE311294	GSM9322961_TR16_23542	M5_stagate	STAGATE-style	4	seed_11	seed_37	seed_pair_ari	0.8199069810863739	False	4564	338	0.0740578439964943
GSE311294	GSM9322961_TR16_23542	M5_stagate	STAGATE-style	6	seed_11	seed_23	seed_pair_ari	0.5834265674422956	True	4564	1245	0.27278702892199824
GSE311294	GSM9322961_TR16_23542	M5_stagate	STAGATE-style	6	seed_11	seed_37	seed_pair_ari	0.6182278986375163	False	4564	1124	0.2462751971954426
